GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1301701689,20260430,202604,2026,2026.3288,COP,CONSTABLE,,,,,,COP,,,AUS,AUSTRALIA,AUS,,,,,,,,0,193,193,19,4,-10.0,1,1,1,-8.53658536585363,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260430013000,https://www.dailymail.com/news/article-15774617/beau-lamarre-condon-mother-arrest-pervert-justice-murder-trial.html
1301701690,20260430,202604,2026,2026.3288,COP,POLICE,,,,,,COP,,,BUS,COMPANY,,,,,,BUS,,,1,046,046,04,1,7.0,10,1,10,-7.81671159029649,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260430013000,https://www.abc12.com/news/its-just-constant-midland-residents-frustrated-by-loud-noise-during-overnight-hours/article_81746768-e25d-4407-ba44-ea6852237928.html
1301701691,20260430,202604,2026,2026.3288,COP,DEPUTY,,,,,,COP,,,COPGOV,DEPUTY,,,,,,COP,GOV,,0,051,051,05,1,3.4,10,1,10,-3.45423143350605,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260430013000,https://www.boorowanewsonline.com.au/news/council/hilltops-budget-opens-for-feedback-amid-warning-we-cant-keep-doing-this-kx9rvciq
1301701692,20260430,202604,2026,2026.3288,COP,POLICE FORCE,,,,,,COP,,,COPLAB,POLICE FORCE,,,,,,COP,LAB,,1,173,173,17,4,-5.0,3,1,3,-8.53658536585363,4,"Silverwater, New South Wales, Australia",AS,AS02,5096,-33.104,151.564,11430694,4,"Silverwater, New South Wales, Australia",AS,AS02,5096,-33.104,151.564,11430694,4,"Silverwater, New South Wales, Australia",AS,AS02,5096,-33.104,151.564,11430694,20260430013000,https://www.dailymail.com/news/article-15774617/beau-lamarre-condon-mother-arrest-pervert-justice-murder-trial.html
1301701693,20260430,202604,2026,2026.3288,COP,POLICE,,,,,,COP,,,CRM,THIEF,,,,,,CRM,,,1,173,173,17,4,-5.0,4,1,4,-6.82999257609503,1,Sri Lanka,CE,CE,,7,81,CE,1,Sri Lanka,CE,CE,,7,81,CE,1,Sri Lanka,CE,CE,,7,81,CE,20260430013000,https://www.dailymail.com/news/article-15774875/thief-police-AI-facial-recognition-innocent-man.html
1301701694,20260430,202604,2026,2026.3288,COP,POLICE,,,,,,COP,,,CRM,THIEF,,,,,,CRM,,,1,173,173,17,4,-5.0,6,1,6,-6.82999257609503,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,20260430013000,https://www.dailymail.com/news/article-15774875/thief-police-AI-facial-recognition-innocent-man.html
1301701695,20260430,202604,2026,2026.3288,COP,POLICE,,,,,,COP,,,EDU,STUDENT,,,,,,EDU,,,0,010,010,01,1,0.0,4,1,4,-6.23052959501558,4,"Benue, Nigeria (general), Nigeria",NI,NI00,191172,8.31667,8.51667,-2002531,4,"Benue, Nigeria (general), Nigeria",NI,NI00,191172,8.31667,8.51667,-2002531,4,"Benue, Nigeria (general), Nigeria",NI,NI00,191172,8.31667,8.51667,-2002531,20260430013000,https://www.vanguardngr.com/2026/04/utme-glitches-shutdowns-and-abduction-of-candidates/
1301701696,20260430,202604,2026,2026.3288,COP,POLICE,,,,,,COP,,,EDU,STUDENT,,,,,,EDU,,,0,010,010,01,1,0.0,6,1,6,-6.23052959501558,4,"Makurdi, Benue, Nigeria",NI,NI26,22691,7.7411,8.5121,-2018676,4,"Makurdi, Benue, Nigeria",NI,NI26,22691,7.7411,8.5121,-2018676,4,"Makurdi, Benue, Nigeria",NI,NI26,22691,7.7411,8.5121,-2018676,20260430013000,https://www.vanguardngr.com/2026/04/utme-glitches-shutdowns-and-abduction-of-candidates/
1301701697,20260430,202604,2026,2026.3288,COP,POLICE,,,,,,COP,,,EDU,UNIVERSITY,,,,,,EDU,,,1,190,190,19,4,-10.0,5,1,5,-3.24825986078887,3,"Sather Gate, California, United States",US,USCA,CA001,37.8708,-122.259,1656757,3,"Sather Gate, California, United States",US,USCA,,37.8708,-122.259,1656757,3,"Sather Gate, California, United States",US,USCA,,37.8708,-122.259,1656757,20260430013000,https://nypost.com/2026/04/29/us-news/gavin-newsom-leaves-california-facing-30bn-deficit-as-state-cant-track-worker-pay/
1301701698,20260430,202604,2026,2026.3288,COP,POLICE OFFICER,,,,,,COP,,,HLH,HOSPITAL,,,,,,HLH,,,1,084,084,08,2,7.0,10,1,10,-3.8961038961039,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260430013000,https://www.kktv.com/2026/04/29/aurora-police-officer-released-hospital-weeks-after-stabbing-officer-involved-shooting/
1301701699,20260430,202604,2026,2026.3288,COP,POLICE OFFICER,,,,,,COP,,,HLH,HOSPITAL,,,,,,HLH,,,1,193,193,19,4,-10.0,5,1,5,-3.8961038961039,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260430013000,https://www.kktv.com/2026/04/29/aurora-police-officer-released-hospital-weeks-after-stabbing-officer-involved-shooting/
1301701700,20260430,202604,2026,2026.3288,COP,POLICE,,,,,,COP,,,IND,SURAT,IND,,,,,,,,1,042,042,04,1,1.9,2,1,2,1.6260162601626,4,"Surat, Gujarat, India",IN,IN09,70127,20.9667,72.9,-2098110,4,"Surat, Gujarat, India",IN,IN09,70127,20.9667,72.9,-2098110,4,"Surat, Gujarat, India",IN,IN09,70127,20.9667,72.9,-2098110,20260430013000,https://timesofindia.indiatimes.com/city/surat/surat-police-to-host-weapons-expo-mashal-pt-for-gujarat-day-celebrations/articleshow/130616866.cms
1301701701,20260430,202604,2026,2026.3288,COP,POLICE,,,,,,COP,,,IND,GUJARAT,IND,,,,,,,,1,043,043,04,1,2.8,2,1,2,1.6260162601626,4,"Surat, Gujarat, India",IN,IN09,70127,20.9667,72.9,-2098110,4,"Surat, Gujarat, India",IN,IN09,70127,20.9667,72.9,-2098110,4,"Surat, Gujarat, India",IN,IN09,70127,20.9667,72.9,-2098110,20260430013000,https://timesofindia.indiatimes.com/city/surat/surat-police-to-host-weapons-expo-mashal-pt-for-gujarat-day-celebrations/articleshow/130616866.cms
1301701702,20260430,202604,2026,2026.3288,COP,POLICE,,,,,,COP,,,IND,GUJARAT,IND,,,,,,,,1,051,051,05,1,3.4,2,1,2,1.6260162601626,4,"Surat, Gujarat, India",IN,IN09,70127,20.9667,72.9,-2098110,4,"Surat, Gujarat, India",IN,IN09,70127,20.9667,72.9,-2098110,4,"Surat, Gujarat, India",IN,IN09,70127,20.9667,72.9,-2098110,20260430013000,https://timesofindia.indiatimes.com/city/surat/surat-police-to-host-weapons-expo-mashal-pt-for-gujarat-day-celebrations/articleshow/130616866.cms
1301701703,20260430,202604,2026,2026.3288,COP,POLICE CHIEF,,,,,,COP,,,JEW,JEWISH,,,,JEW,,,,,0,010,010,01,1,0.0,16,2,16,-9.1843646593569,4,"Buckingham Palace, Westminster, United Kingdom",UK,UKP5,40110,51.5,-0.133333,-2591190,4,"Buckingham Palace, Westminster, United Kingdom",UK,UKP5,40110,51.5,-0.133333,-2591190,4,"Buckingham Palace, Westminster, United Kingdom",UK,UKP5,40110,51.5,-0.133333,-2591190,20260430013000,https://www.wsbradio.com/news/world/uk-prime-minister/4K5PJGXDUU6OBDB7RFZK42KOP4/
1301701704,20260430,202604,2026,2026.3288,COP,DEPUTY,,,,,,COP,,,JORJUD,JORDAN,JOR,,,,,JUD,,,0,010,010,01,1,0.0,10,1,10,-4.96760259179265,1,Jordan,JO,JO,,31,36,JO,1,Jordan,JO,JO,,31,36,JO,1,Jordan,JO,JO,,31,36,JO,20260430013000,https://www.ksby.com/news/melodee-buzzard-case/vandenberg-village-woman-charged-with-daughters-murder-back-in-court-over-forensic-evidence-dispute
1301701705,20260430,202604,2026,2026.3288,COP,DEPUTY,,,,,,COP,,,JORJUD,JORDAN,JOR,,,,,JUD,,,0,020,020,02,1,3.0,8,1,8,-4.96760259179265,1,Jordan,JO,JO,,31,36,JO,1,Jordan,JO,JO,,31,36,JO,1,Jordan,JO,JO,,31,36,JO,20260430013000,https://www.ksby.com/news/melodee-buzzard-case/vandenberg-village-woman-charged-with-daughters-murder-back-in-court-over-forensic-evidence-dispute
1301701706,20260430,202604,2026,2026.3288,COP,DEPUTY,,,,,,COP,,,JORJUD,JORDAN,JOR,,,,,JUD,,,0,020,020,02,1,3.0,2,1,2,-4.96760259179265,1,Jordan,JO,JO,,31,36,JO,1,Jordan,JO,JO,,31,36,JO,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260430013000,https://www.ksby.com/news/melodee-buzzard-case/vandenberg-village-woman-charged-with-daughters-murder-back-in-court-over-forensic-evidence-dispute
1301701707,20260430,202604,2026,2026.3288,COP,PRISON,,,,,,COP,,,JUD,JUDGE,,,,,,JUD,,,0,173,173,17,4,-5.0,6,1,6,-11.6207951070336,3,"Houston, Texas, United States",US,USTX,TX201,29.7633,-95.3633,1380948,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,3,"Houston, Texas, United States",US,USTX,TX201,29.7633,-95.3633,1380948,20260430013000,https://www.fox7austin.com/news/houston-business-owner-gets-prison-time-over-1-6m-unpaid-taxes
1301701708,20260430,202604,2026,2026.3288,COP,POLICE,,,,,,COP,,,MCOELI,ALBERT,MCO,,,,,ELI,,,1,173,173,17,4,-5.0,10,1,10,-3.72670807453416,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260430013000,https://www.wsbradio.com/news/local/man-arrested-accused-altering-car-odometers-selling-cars-above-value-metro-atlanta/5OC7MGQOBNEZXKSGI7X23WYZPI/
1301701709,20260430,202604,2026,2026.3288,COP,POLICE OFFICER,,,,,,COP,,,NGA,NIGERIAN,NGA,,,,,,,,1,190,190,19,4,-10.0,1,1,1,-5.68421052631578,5,"Anambra State, Anambra, Nigeria",NI,NI25,22646,6.33333,7,-1999834,5,"Anambra State, Anambra, Nigeria",NI,NI25,22646,6.33333,7,-1999834,5,"Anambra State, Anambra, Nigeria",NI,NI25,22646,6.33333,7,-1999834,20260430013000,https://www.nationalaccordnewspaper.com/effurun-killing-peter-obi-condemns-barbaric-police-action-demands-justice-accountability/
1301701710,20260430,202604,2026,2026.3288,COP,POLICE OFFICER,,,,,,COP,,,NGA,NIGERIAN,NGA,,,,,,,,1,190,190,19,4,-10.0,1,1,1,-5.68421052631578,4,"Effurun, Delta, Nigeria",NI,NI36,191350,5.55463,5.78624,-2005827,4,"Ogidi, Nigeria (general), Nigeria",NI,NI00,191243,7.33333,4.05,-2022130,4,"Effurun, Delta, Nigeria",NI,NI36,191350,5.55463,5.78624,-2005827,20260430013000,https://www.nationalaccordnewspaper.com/effurun-killing-peter-obi-condemns-barbaric-police-action-demands-justice-accountability/
1301701711,20260430,202604,2026,2026.3288,COP,POLICE OFFICER,,,,,,COP,,,NGA,NIGERIA,NGA,,,,,,,,1,190,190,19,4,-10.0,3,1,3,-5.68421052631578,5,"Delta State, Delta, Nigeria",NI,NI36,191350,5.5,6,29267,4,"Ogidi, Nigeria (general), Nigeria",NI,NI00,191243,7.33333,4.05,-2022130,4,"Ogidi, Nigeria (general), Nigeria",NI,NI00,191243,7.33333,4.05,-2022130,20260430013000,https://www.nationalaccordnewspaper.com/effurun-killing-peter-obi-condemns-barbaric-police-action-demands-justice-accountability/
1301701712,20260430,202604,2026,2026.3288,COP,LAW ENFORCEMENT OFFICER,,,,,,COP,,,OPP,PROTESTER,,,,,,OPP,,,0,190,190,19,4,-10.0,5,1,5,-6.15384615384615,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260430013000,https://forcechange.com/668367/stop-gaslighting-america-about-deadly-january-6-insurrection/
1301701713,20260430,202604,2026,2026.3288,COP,POLICE OFFICER,,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,1,173,173,17,4,-5.0,4,1,4,-11.4864864864865,3,"San Antonio, Texas, United States",US,USTX,TX029,29.4241,-98.4936,1380951,3,"Bexar County, Texas, United States",US,USTX,,29.4502,-98.517,1383800,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,20260430013000,https://www.ksat.com/news/local/2026/04/29/san-antonio-park-police-officer-arrested-after-assaulting-woman-bcso-says/
1301701714,20260430,202604,2026,2026.3288,COP,POLICE OFFICER,,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,1,180,180,18,4,-9.0,1,1,1,-11.4864864864865,3,"San Antonio, Texas, United States",US,USTX,TX029,29.4241,-98.4936,1380951,3,"Bexar County, Texas, United States",US,USTX,,29.4502,-98.517,1383800,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,20260430013000,https://www.ksat.com/news/local/2026/04/29/san-antonio-park-police-officer-arrested-after-assaulting-woman-bcso-says/
1301701715,20260430,202604,2026,2026.3288,COP,POLICE OFFICER,,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,1,180,180,18,4,-9.0,3,1,3,-11.4864864864865,3,"San Antonio, Texas, United States",US,USTX,TX029,29.4241,-98.4936,1380951,3,"Bexar County, Texas, United States",US,USTX,,29.4502,-98.517,1383800,3,"Bexar County, Texas, United States",US,USTX,,29.4502,-98.517,1383800,20260430013000,https://www.ksat.com/news/local/2026/04/29/san-antonio-park-police-officer-arrested-after-assaulting-woman-bcso-says/
1301701716,20260430,202604,2026,2026.3288,COPCOP,POLICE,,,,,,COP,COP,,,,,,,,,,,,0,010,010,01,1,0.0,2,1,2,-7.18789407313997,4,"Waitaanga, New Zealand (general), New Zealand",NZ,NZ00,22390,-38.8333,174.833,-1520987,0,,,,,,,,4,"Waitaanga, New Zealand (general), New Zealand",NZ,NZ00,22390,-38.8333,174.833,-1520987,20260430013000,https://www.odt.co.nz/news/national/remains-man-allegedly-murdered-found-burnt-out-ruins-home
1301701717,20260430,202604,2026,2026.3288,COPGOV,DEPUTY,,,,,,COP,GOV,,,,,,,,,,,,0,0231,023,02,1,3.4,5,1,5,-0.46296296296297,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260430013000,https://6abc.com/post/upper-darby-fire-company-1-plans-sell-firehouse-amid-funding-dispute-township/18998625/
1301701718,20260430,202604,2026,2026.3288,COPGOV,DEPUTY,,,,,,COP,GOV,,COP,DEPUTY,,,,,,COP,,,0,010,010,01,1,0.0,4,1,4,-1.38387484957883,4,"Ofoni, Delta, Nigeria",NI,NI36,23073,5.1,6.05,-2021966,4,"Ofoni, Delta, Nigeria",NI,NI36,23073,5.1,6.05,-2021966,4,"Ofoni, Delta, Nigeria",NI,NI36,23073,5.1,6.05,-2021966,20260430013000,https://thesun.ng/ndc-diri-and-the-gathering-storm-in-bayelsa/
1301701719,20260430,202604,2026,2026.3288,COPGOV,DEPUTY,,,,,,COP,GOV,,COP,DEPUTY,,,,,,COP,,,0,010,010,01,1,0.0,6,1,6,-1.38387484957883,5,"Bayelsa State, Bayelsa, Nigeria",NI,NI52,191393,4.75,6.08333,9098614,5,"Bayelsa State, Bayelsa, Nigeria",NI,NI52,191393,4.75,6.08333,9098614,5,"Bayelsa State, Bayelsa, Nigeria",NI,NI52,191393,4.75,6.08333,9098614,20260430013000,https://thesun.ng/ndc-diri-and-the-gathering-storm-in-bayelsa/
1301701720,20260430,202604,2026,2026.3288,COPGOV,DEPUTY,,,,,,COP,GOV,,GOV,CHIEF MINISTER,,,,,,GOV,,,1,040,040,04,1,1.0,10,1,10,4.12371134020618,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260430013000,https://www.freepressjournal.in/bhopal/rss-urges-mp-govt-to-bolster-health-education-sectors-sah-karyavah-arun-kumar-is-taking-feedback-on-goings-on-in-the-state
1301701721,20260430,202604,2026,2026.3288,COPLAB,POLICE FORCE,,,,,,COP,LAB,,AUS,AUSTRALIA,AUS,,,,,,,,1,173,173,17,4,-5.0,1,1,1,-8.53658536585363,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Bungonia, New South Wales, Australia",AS,AS02,154641,-34.85,149.95,-1562887,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260430013000,https://www.dailymail.com/news/article-15774617/beau-lamarre-condon-mother-arrest-pervert-justice-murder-trial.html
1301701722,20260430,202604,2026,2026.3288,COPLAB,POLICE FORCE,,,,,,COP,LAB,,AUS,AUSTRALIA,AUS,,,,,,,,1,173,173,17,4,-5.0,1,1,1,-8.53658536585363,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260430013000,https://www.dailymail.com/news/article-15774617/beau-lamarre-condon-mother-arrest-pervert-justice-murder-trial.html
1301701723,20260430,202604,2026,2026.3288,CRM,CRIMINAL,,,,,,CRM,,,,,,,,,,,,,1,015,015,01,1,0.0,6,1,6,-11.6207951070336,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260430013000,https://www.fox7austin.com/news/houston-business-owner-gets-prison-time-over-1-6m-unpaid-taxes
1301701724,20260430,202604,2026,2026.3288,CRM,THIEF,,,,,,CRM,,,,,,,,,,,,,1,111,111,11,3,-2.0,5,1,5,-9.42408376963351,1,Jamaica,JM,JM,,18.25,-77.5,JM,0,,,,,,,,1,Jamaica,JM,JM,,18.25,-77.5,JM,20260430013000,https://www.jamaicaobserver.com/2026/04/29/like-a-thief-in-the-night-pnp-condemns-govt-over-airbnb-tax/
1301701725,20260430,202604,2026,2026.3288,CRM,GANGSTER,,,,,,CRM,,,BUS,INDUSTRY,,,,,,BUS,,,1,043,043,04,1,2.8,10,1,10,-0.6578947368421,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260430013000,https://www.tribuneindia.com/news/lifestyle/chat-up-toxic-postponed/
1301701726,20260430,202604,2026,2026.3288,CRM,GANGSTER,,,,,,CRM,,,ELI,ACTOR,,,,,,ELI,,,1,043,043,04,1,2.8,5,1,5,-0.6578947368421,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260430013000,https://www.tribuneindia.com/news/lifestyle/chat-up-toxic-postponed/
1301701727,20260430,202604,2026,2026.3288,CRM,GANGSTER,,,,,,CRM,,,ELI,ACTOR,,,,,,ELI,,,1,070,070,07,2,7.0,10,1,10,-0.6578947368421,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260430013000,https://www.tribuneindia.com/news/lifestyle/chat-up-toxic-postponed/
1301701728,20260430,202604,2026,2026.3288,CRM,THIEF,,,,,,CRM,,,LEG,PARLIAMENT,,,,,,LEG,,,1,040,040,04,1,1.0,4,1,4,-9.42408376963351,1,Jamaica,JM,JM,,18.25,-77.5,JM,1,Jamaica,JM,JM,,18.25,-77.5,JM,1,Jamaica,JM,JM,,18.25,-77.5,JM,20260430013000,https://www.jamaicaobserver.com/2026/04/29/like-a-thief-in-the-night-pnp-condemns-govt-over-airbnb-tax/
1301701729,20260430,202604,2026,2026.3288,CUB,CUBA,CUB,,,,,,,,USA,AMERICAN,USA,,,,,,,,0,012,012,01,1,-0.4,3,1,3,-7.24299065420561,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260430013000,https://www.rawstory.com/trump-cuba-2676831056/
1301701730,20260430,202604,2026,2026.3288,CUB,CUBAN,CUB,,,,,,,,USA,MIAMI,USA,,,,,,,,1,042,042,04,1,1.9,6,1,6,-3.23741007194244,1,Cuba,CU,CU,,22,-79.5,CU,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,20260430013000,https://www.wdef.com/cuban-truck-driver-who-vanished-en-route-to-miami-found-dead-on-georgia-coast-fbi-says/
1301701731,20260430,202604,2026,2026.3288,CUB,CUBA,CUB,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,042,042,04,1,1.9,2,1,2,-3.23741007194244,1,Cuba,CU,CU,,22,-79.5,CU,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,1,Cuba,CU,CU,,22,-79.5,CU,20260430013000,https://www.wdef.com/cuban-truck-driver-who-vanished-en-route-to-miami-found-dead-on-georgia-coast-fbi-says/
1301701732,20260430,202604,2026,2026.3288,CUB,CUBAN,CUB,,,,,,,,USA,MIAMI,USA,,,,,,,,1,042,042,04,1,1.9,1,1,1,-3.23741007194244,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,3,"Port Wentworth, Georgia, United States",US,USGA,,32.1491,-81.1632,332733,20260430013000,https://www.wdef.com/cuban-truck-driver-who-vanished-en-route-to-miami-found-dead-on-georgia-coast-fbi-says/
1301701733,20260430,202604,2026,2026.3288,CUB,CUBAN,CUB,,,,,,,,USA,MIAMI,USA,,,,,,,,1,042,042,04,1,1.9,7,1,7,-3.23741007194244,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,20260430013000,https://www.wdef.com/cuban-truck-driver-who-vanished-en-route-to-miami-found-dead-on-georgia-coast-fbi-says/
1301701734,20260430,202604,2026,2026.3288,CVL,NEIGHBORHOOD,,,,,,CVL,,,,,,,,,,,,,0,010,010,01,1,0.0,1,1,1,-2.26460071513706,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,0,,,,,,,,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,20260430013000,https://www.bostonglobe.com/2026/04/29/metro/vigil-wellesley-two-children-killed/
1301701735,20260430,202604,2026,2026.3288,CVL,COMMUNITY,,,,,,CVL,,,,,,,,,,,,,1,010,010,01,1,0.0,5,1,5,1.81818181818182,1,Bahrain,BA,BA,,26,50.5,BA,0,,,,,,,,1,Bahrain,BA,BA,,26,50.5,BA,20260430013000,https://www.gdnonline.com:443/Details/1393172/Push-to-fast-track-houses-rehabilitation-is-backed
1301701736,20260430,202604,2026,2026.3288,CVL,NEIGHBORHOOD,,,,,,CVL,,,,,,,,,,,,,0,010,010,01,1,0.0,4,1,4,-2.26460071513706,1,Costa Rica,CS,CS,,10,-84,CS,0,,,,,,,,1,Costa Rica,CS,CS,,10,-84,CS,20260430013000,https://www.bostonglobe.com/2026/04/29/metro/vigil-wellesley-two-children-killed/
1301701737,20260430,202604,2026,2026.3288,CVL,PROPERTY OWNER,,,,,,CVL,,,,,,,,,,,,,1,016,016,01,1,-2.0,5,1,5,-6.8241469816273,3,"Cullman County, Alabama, United States",US,USAL,AL043,34.1334,-86.8667,161547,0,,,,,,,,3,"Cullman County, Alabama, United States",US,USAL,,34.1334,-86.8667,161547,20260430013000,https://forcechange.com/668343/drone-footage-allegedly-reveals-illegal-cockfighting-operation-seek-investigation/
1301701738,20260430,202604,2026,2026.3288,CVL,RESIDENTS,,,,,,CVL,,,,,,,,,,,,,1,018,018,01,1,3.4,10,1,10,-2.28426395939087,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260430013000,https://www.wbrc.com/2026/04/29/wilton-residents-trapped-by-stopped-trains-hours-seeking-solutions/
1301701739,20260430,202604,2026,2026.3288,CVL,COMMUNITY,,,,,,CVL,,,,,,,,,,,,,1,020,020,02,1,3.0,8,2,8,2.20820189274448,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,0,,,,,,,,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260430013000,https://www.clintonnewsrecord.com:443/news/grand-bend-group-working-to-honour-historic-contributions-from-eccleston-family
1301701740,20260430,202604,2026,2026.3288,CVL,COMMUNITY,,,,,,CVL,,,,,,,,,,,,,1,020,020,02,1,3.0,5,1,5,1.81818181818182,1,Bahrain,BA,BA,,26,50.5,BA,0,,,,,,,,1,Bahrain,BA,BA,,26,50.5,BA,20260430013000,https://www.gdnonline.com:443/Details/1393172/Push-to-fast-track-houses-rehabilitation-is-backed
1301701741,20260430,202604,2026,2026.3288,CVL,RESIDENTS,,,,,,CVL,,,,,,,,,,,,,1,030,030,03,1,4.0,10,1,10,-1.15384615384615,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,0,,,,,,,,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,20260430013000,https://www.knoe.com/2026/04/29/ldwf-offers-tips-identifying-snakes-across-louisiana-during-spring/
1301701742,20260430,202604,2026,2026.3288,CVL,COMMUNITY,,,,,,CVL,,,,,,,,,,,,,0,030,030,03,1,4.0,3,1,3,6.14886731391586,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260430013000,https://www.kcentv.com/article/news/local/mclennan-community-college-new-scholarship-backed-by-magnolia/500-e44722a9-e33b-4784-b450-dd069c175f46
1301701743,20260430,202604,2026,2026.3288,CVL,SETTLEMENT,,,,,,CVL,,,,,,,,,,,,,1,040,040,04,1,1.0,5,1,5,1.58102766798419,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,18585,-1.28333,36.8167,-2258072,0,,,,,,,,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,18585,-1.28333,36.8167,-2258072,20260430013000,https://www.dailyexcelsior.com/india-kenya-discuss-possibility-of-trade-settlement-in-local-currencies/
